Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectancy.Value,Located.in,Year.Planted
-37.81516431,144.9746803,Ulmus,20/11/1997,70,10,Street,1997
-37.81372965,144.9752415,Ficus,16/10/1998,216,60,Park,1998
-37.81355144,144.9763552,Fraxinus,1/01/2000,29,10,Park,1900
-37.81349941,144.9809259,Cedrus,16/10/1998,86,20,Park,1998
-37.81447022,144.9754447,Fraxinus,16/10/1998,81,10,Park,1998
-37.81178901,144.9814483,Quercus,2/07/2007,5,80,Park,2007
-37.81445382,144.9825435,Agathis,14/07/2000,19,80,Park,2000
-37.81634228,144.9775716,Platanus,20/11/1997,60,20,Street,1997
-37.81591175,144.9769346,Araucaria,10/12/1998,34,80,Park,1998
-37.8153223,144.9820289,Ulmus,13/10/1998,126,5,Park,1998
-37.81362291,144.9822634,Cedrus,16/10/1998,35,10,Park,1998
-37.81549938,144.9821922,Ulmus,13/10/1998,131,20,Park,1998
-37.81590144,144.9758836,Ulmus,10/12/1998,73,10,Park,1998
-37.81393368,144.980216,Ulmus,13/10/1998,130,20,Park,1998
-37.81152098,144.9780385,Corymbia,21/11/1997,34,60,Street,1997
-37.81476514,144.9802288,Ulmus,13/10/1998,101,5,Park,1998
-37.81212934,144.9815405,Quercus,15/10/1998,57,60,Park,1998
-37.81545896,144.9792887,Melaleuca,1/01/2000,81,60,Park,2000
-37.81457241,144.9792689,Ficus,1/01/2000,200,60,Park,1900
-37.81483701,144.9765098,Ficus,16/10/1998,198,60,Park,1998
-37.81502832,144.9817865,Ulmus,13/10/1998,132,10,Park,1998
-37.8128035,144.9774169,Ficus,16/10/1998,177,20,Park,1998
-37.81102758,144.9798603,Ficus,14/10/1998,260,60,Park,1998
-37.81383969,144.9753626,Ficus,16/10/1998,219,30,Park,1998
-37.81432831,144.9750641,Ulmus,,3,80,Park,NA
-37.81085426,144.9831442,Calodendrum,15/10/1998,38,20,Park,1998
-37.81441834,144.9819193,Quercus,5/06/2007,3,80,Park,2007
-37.81138644,144.9831672,Stenocarpus,14/07/2000,5,60,Park,2000
-37.81378537,144.9819573,Erythrina,13/10/1998,30,60,Park,1998
